Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
76ba4ba2834ea1849c4a5d64c6ef0601,Ann Arbor,Michigan,No,711
966248769aa45833928d1ce2e98ce7df,Austin,Texas,No,701
2843673db9683b813cc470498fa0bb8f,Brooklyn,New York,No,384
a7b3805a3ed2470c859473df0116c2d8,Portland,Oregon,No,492
a9961c6954a8eaba1021309a353075d2,Jersey City,New Jersey,No,137
d271f8cbac52f843081c6ce17eb1e36d,Portland,Oregon,No,151
9b93f8064a181a536f58cb5f42ead827,Hartford,Connecticut,No,810
d1fcdb612ec9da19d0d6c9cd57a07aae,New Haven,Connecticut,No,936
5d284891e5333390137651c33f50688b,Denver,Colorado,Yes,848
49c13de73b4206c5085b15fb4a8ff810,Naperville,Illinois,Yes,249
ee9c57f012f87e130fb7abefc97ba91c,Indianapolis,Indiana,No,857
1c24220e2cabd7e7cc6b66e5402adf9c,Chicago,Illinois,Yes,376
2a499be84df5cb32dd363ac0c4a2ede3,Sacramento,California,No,128
56dc8907ba6c34ab6712303a0f844fef,Miami,Florida,Yes,204
7b76476029a7b74f71337b4d390b2275,Ann Arbor,Michigan,No,310
fb4b765f23b0e37c43f812ab33ba115e,San Diego,California,No,999
1f0ae91b31a318d1317976e8e2e63389,Miami,Florida,No,164
b0cc1b3b9793b9b41374814632c5bd89,Tampa,Florida,Yes,801
5dfea7e1ff31e35d49c594f6e28c9083,San Francisco,California,Yes,350
30a42ebf7f7da35e114de07497dc7d4b,Charlotte,North Carolina,Yes,183
c592bc2a5cc6eb7ab7eaa56af0c526fd,Springfield,Illinois,No,554
94e0d3baa9f948b24e6384bb3e493f43,Rochester,New York,No,445
114fddff9f696af2b0d45b1ae675eea9,Las Vegas,Nevada,No,550
7cd0129d2e8d0e87533420e6d9d80b8d,San Diego,California,No,911
4d942bc7545c9299989c1b3a1353f1f5,Pittsburgh,Pennsylvania,No,697
af02538ea23428dd87fcbde23bb044d4,Savannah,Georgia,No,337
86be814e38a35574a974bc2896681b92,Austin,Texas,No,925
9b78416066f57e8575ebf95cbfdc4f6b,Dallas,Texas,No,685
1c0c9d91f70e275d3eeefc04e0efa668,Seattle,Washington,Yes,863
a6e218381f98df98005818a6a98dce5b,Boston,Massachusetts,No,435
8a894e18a353a74d95b061be78801d62,Boulder,Colorado,No,987
28a8bfc14cc32ee7583ee43d29eb9c3d,Orlando,Florida,No,304
12476f57a5e5a5abaefcfad8efc89849,Dallas,Texas,No,260
d23c4ebfacdb118ad8f63665686848d1,Louisville,Kentucky,No,824
7e73ddbb93051ea15939aefcc853870f,San Francisco,California,No,101
724f2480395bb67e727ef3d1dd665abd,Seattle,Washington,Yes,350
176223ff5c1335fad74f6f1414b86458,Los Angeles,California,No,533
fd179ab77e954447208e36fa78064332,New York,New York,No,668
3ac82182694bbb87edd627ed433f8431,Sacramento,California,Yes,981
41c8ca8c2a1f955ad499da9945c45a3e,Durham,North Carolina,No,312
fb8cc4729ea798d6dd99057516536b49,Boston,Massachusetts,No,786
b5d6bb55a9894e8f8196fc3973f47a9d,Portland,Oregon,No,799
00c285585856804e27f459b9f90135c9,Seattle,Washington,Yes,533
a875381905480d897cf1d6c645e47525,Milwaukee,Wisconsin,Yes,192
411cd218e270d96dd91b4fa6d8395334,Sacramento,California,No,266
afef739306b1d22af9cbf1059bcc73b2,Jersey City,New Jersey,Yes,405
5a6b966c716f7686d595a94ce6d24b76,Boulder,Colorado,Yes,549
96491c63e53e685bb0afff1af4954886,New York,New York,No,187
45b89cd927cb6f2a8da01097be0f051b,San Francisco,California,No,218
da09dfa052828d8044b591f797ac6aa8,Los Angeles,California,No,471
444d610b3f87e362cf8d446abc2cbb0d,Sacramento,California,Yes,903
c3da7335303db062a94893d515c0c9e9,Milwaukee,Wisconsin,Yes,648
63484cb5d5a9dc5f1d3c35e68f373ea8,Austin,Texas,Yes,151
d3543189a77e1c231552058e8a643562,Richmond,Virginia,No,402
64cfe25080f1487c5407a2980f3fa893,Boston,Massachusetts,No,967
560a357905ecee113901e00e6328f320,San Antonio,Texas,No,274
c80712ac62d7bf077a0ec9257f1136b4,San Antonio,Texas,No,567
3e7c5cfc88d8b625685df848b47251eb,Newark,New Jersey,Yes,576
fb4623009d6bbaaf2d9e5938319f092e,Cambridge,Massachusetts,Yes,195
a8e56e0c20de435d2031d750c40db9b4,Rochester,New York,Yes,550
d3c65f90a48556cb6dc7384a0247674a,Seattle,Washington,No,308
dc6dd164df16f9477aac729fa16a8f53,Cleveland,Ohio,No,748
29e4a6c1abc9aff1db13593c2d9d99b9,Miami,Florida,No,711
0dfdfa09b62af11d0d587c3bb5386413,Sacramento,California,No,196
ca24f9150a492b935711c8c193587103,Springfield,Illinois,No,812
06be008394e67823bdd422e70f433129,Cambridge,Massachusetts,Yes,580
f5bade930fc6af001ed29aee63f435f1,Tampa,Florida,No,169
b745f26be0928107897048bd1065ef48,Dallas,Texas,No,477
c40c5d9146fde062a33dc7afd701410d,Naperville,Illinois,No,291
c1a8b3a31a5d00b95c3dd2fe5773c6d5,Milwaukee,Wisconsin,No,560
8c438cbb16b8b5d81218370ae1ed1021,Austin,Texas,No,453
23cfd60cbe110d214261deeeb07f1f5b,Fargo,North Dakota,No,365
4f509ad079c3186cda06161ee75da825,Los Angeles,California,No,436
0f7cd02320027fa23e3043843f95ba44,Buffalo,New York,No,740
0cd939d576fc5409afa1fb217324c87b,Richmond,Virginia,No,410
52da11be5f20ef63bda4c0689f9b52b5,Baltimore,Maryland,No,204
e2d9de5d6a18ce4c7496276412a4def0,Dallas,Texas,No,403
853697a003bb2927561efe00afc23f20,Baltimore,Maryland,No,662
292bd156db9465701ac70ec0ab8ddeb4,Queens,New York,No,688
f8c4c02f4633541e7e6e58ee94a6cc55,Jersey City,New Jersey,No,696
4806e0af260f0c797c443d1cc4e4c402,Chicago,Illinois,No,213
228c1ea3cca78b5705398f215f2f812d,Dallas,Texas,No,843
de3c03a6ef5938a5ae60c4cfd61728e0,Boulder,Colorado,Yes,238
764414fd8ae769edde8ede0ba85c6e4a,Brooklyn,New York,No,647
ccc2af78974283abb02f71a43f039d02,Charleston,South Carolina,No,689
98421daebe968b83b2863a39057fc8e8,Sacramento,California,No,373
2805ecb28b0b1642307325b529fe1901,San Diego,California,No,459
c2b01cfdd045dd1c668409e3f1f8343e,San Antonio,Texas,Yes,268
f6db83852fdc821f728da2de2fd5e386,Atlanta,Georgia,Yes,335
fdad6b66342a2d85003fcb7b6cafe2ec,Louisville,Kentucky,No,928
7a455d709c065e08d47ec8d6c34bd1d0,Springfield,Illinois,No,936
b35bb6ebbc6f3d9483da36033632c8ec,St. Louis,Missouri,No,867
c603b412b70af0d25f8e6ecd13e7c72d,Sacramento,California,No,651
fa1b17a2573ca8930f6d74ab67d12915,Springfield,Illinois,No,265
3ae326a86d3ce1993aecced36b170bd5,Wichita,Kansas,No,189
ce32ff7dcf6aaba415105579bcfab78f,Indianapolis,Indiana,No,569
7d6981caf4a19e6a55f0a40271677025,Chicago,Illinois,No,549
759433c40723abaaaff136601d19c63f,San Francisco,California,No,325
7168b6ff33d4f45187ebf012ec8c384f,Philadelphia,Pennsylvania,Yes,454
56e7152163f79611ae0910952eb02216,Ann Arbor,Michigan,No,755
4a7e6751875db714462782324021b89c,Houston,Texas,Yes,244
2d1e0afb87e2addbd73314f5d7e6a204,Cambridge,Massachusetts,No,984
d18c7bcb9534c46eeb07c22ba5074888,Little Rock,Arkansas,No,251
db4e505009b831fd4c0d36e9b84cd8ea,Savannah,Georgia,Yes,291
d81ac257e7018d5efc5d3c9b88393d1f,Raleigh,North Carolina,Yes,967
c7468f591b494e15e2add909c521bf2d,Brooklyn,New York,No,722
ca39ad395d76f84c5ddaab61bf515c04,Austin,Texas,Yes,147
de57f8fd0c416cfe8f389ead3b9395fd,Orlando,Florida,No,164
d8342c455ef3ad88075823e0fe2e982d,Milwaukee,Wisconsin,No,971
62cf41432c2d9cee79d8b5c49dcd8bba,San Antonio,Texas,No,144
1be1a396ce1e661c8255c424bd3669cb,Sacramento,California,Yes,877
8ec798462db5c3bae4c5b5aa6dc2ceb8,New Haven,Connecticut,No,307
eb5cf46780bacd647a0ecfea958ca9ba,Tampa,Florida,Yes,530
baa4b71add2467ac778eedb3693dffbc,Sacramento,California,No,110
b3fc0457b26066e5eda814964d70b310,Cleveland,Ohio,No,832
7135f221a6c9537f84dad06a7872bdeb,Raleigh,North Carolina,No,456
25e979778d7248e2951f58d05e84f058,New York,New York,No,930
af5d310074870ca527fd0defd1528744,Cleveland,Ohio,Yes,938
7a3fa709ec53b3b114e9a17911c803ca,Ann Arbor,Michigan,No,633
f61c89375c496d324e15a93787225578,San Antonio,Texas,No,519
29555beb57e56ed1cebce8e138e4d5aa,Springfield,Illinois,No,329
67422a44e4660af0d63d7c63daaa7986,Cambridge,Massachusetts,No,121
6df4d0dfb86acf3ce8435356f869d700,Charlotte,North Carolina,No,732
72ff5d2a386ecbe06b65a6a48b8148f6,Houston,Texas,No,173
e0ca7871d4302792df9a9d7167269297,New York,New York,No,506
01e4cceb61d602ddbad65e5889b6d8b1,Cambridge,Massachusetts,Yes,453
a60365a0aede680d1a18cb21f3095e37,Charleston,West Virginia,No,957
a28b6d4456869fa0a07ba58d3dea19dd,Jersey City,New Jersey,No,866
029050fde068cad2e8d62b9527a397e5,Seattle,Washington,No,346
090f6c6f58b82f4d39949e758180826e,Atlanta,Georgia,No,178
cfa0375f127aae30b77a57b9377a5235,San Diego,California,No,889
240d9ae4af7aae6a080ae71340618b79,New York,New York,No,558
550a1b46ecab3301bc8f7d292dea9493,Naperville,Illinois,No,894
e886488699b6341184d34110a4476ac2,Charlotte,North Carolina,No,268
00a3fc69d314628037d1c5e440f13881,Buffalo,New York,Yes,915
54c63cd889456f27d7fa2d8dfb2ca025,Charlotte,North Carolina,No,277
eac4bb06803a2bf818e012c98e75da31,Pittsburgh,Pennsylvania,No,659
ef1ad8b4c3874b25ffdfe243e3ceb92e,Des Moines,Iowa,No,954
e140aa1bd3203cac70bdd45474c84f8f,Little Rock,Arkansas,Yes,905
4fdc6e1bedcb8cb60692dc639424aed5,San Antonio,Texas,No,742
c73f6e1baf908e3cdd750e9890e0b95f,Chicago,Illinois,No,773
c47184ef26cc8e8017dd88dc64a5c8e6,Tampa,Florida,No,459
cc20472fbb03633dc229ab7c07fa1929,Newark,New Jersey,No,835
f26e8fd8c43628f9b26352f84e655a66,Sacramento,California,Yes,175
b049b4659322bd575e3bf0c656f37e57,Memphis,Tennessee,Yes,967
86ecdb51cfa06800b2d9984557e058ad,Orlando,Florida,No,934
397c25a0ec79e69cfea506ae66f28bc6,San Diego,California,No,818
b4bfbe059c44f8e9a121d994d26adcc9,New York,New York,No,911
0a9f2b0c49f089ecfdc0cac12e39d581,Sacramento,California,No,470
5c0d0802895ab0daefcc5b7b2da7a42f,Jersey City,New Jersey,Yes,672
67bb301ca44d314b07ecdc926b824bf2,Savannah,Georgia,No,493
544c1d2501609089e7940f9de541eab3,Louisville,Kentucky,No,239
0b5cea6a41357e8c30a900ad939b462d,Chicago,Illinois,No,835
1a9a8ce577d6a04e29d181b25170023f,Sacramento,California,No,550
f0b5156bb82c9074afd5dea589d7fd6c,Evanston,Illinois,No,81
b08182e4704e3b74558e736af157b89f,Cambridge,Massachusetts,No,525
1652ff4cccfa566d7001b05269e8ede9,Detroit,Michigan,No,763
e9c349e03602f8ac10f1bc81448aaa9e,Greensboro,North Carolina,Yes,521
d47fa3a1ea7a1632cc2d9630ee48390c,Buffalo,New York,No,202
0ba53c1f59044ba3369b5d8b8b77c54a,Virginia Beach,Virginia,No,180
4e7c99d58b151b31c90a23472fcf3089,Austin,Texas,Yes,383
2ef350cf0c292de12c6208d919ecd91f,Austin,Texas,Yes,229
9bcd811469de569e763a4579e965283c,Spokane,Washington,No,967
850f022c78ec44479faef05cc6b7a817,Raleigh,North Carolina,No,982
3d06b166fdab00716c89bfa0959dd56e,Oklahoma City,Oklahoma,No,557
6a35df59e2aa7a5d278ed00dba0266ef,Naperville,Illinois,No,971
4d046603fc6168f38eb5241ed39dbc29,Montgomery,Alabama,No,266
7fa2982aa8aa76cdecc20fbc226f5d5c,Baltimore,Maryland,Yes,678
d248d35b5d75454f0cf69124eada7c91,Orlando,Florida,No,726
3204cfd98e5796501ae744b6574e7289,Baltimore,Maryland,No,750
753e7f14d784b5905d79b7c4e143d855,Brooklyn,New York,No,456
246d4fc972adc1afc9caa412db5fc6a4,Boston,Massachusetts,No,459
cbbe97ca8d0a73e3d779f74f754bd61d,New York,New York,Yes,458
ad4915ea66e6fa1184e098285e6a7319,Baton Rouge,Louisiana,No,602
d5891c83ad4f93758b15a99cb9edd68e,Sacramento,California,No,674
2e16e054bbe7e2e24dd7e34293a959bc,Kansas City,Missouri,No,927
eee059d194086fa91f9f28f8a2ff07cd,Atlanta,Georgia,Yes,195
35aa90b5227f219025c59061511a0662,Seattle,Washington,Yes,203
0840a4cc3a15ebd6ecff2fbb054c1f02,Raleigh,North Carolina,No,606
a6fa1d75b02a71e7f4d41db3cf05456b,San Diego,California,No,966
c81cb51d55dc85c561916f54ffe7fa9f,Cambridge,Massachusetts,No,819
8c2c12fa8a445061e64227415a4e43ed,Sacramento,California,No,165
41c8b2d8f0fc0352f8585e3d731d5b07,Sacramento,California,No,286
5f88f026fcd1a8cf862546ad53360dd4,Detroit,Michigan,No,525
9a1de644815ef6d13b8faa1837f8a88b,San Francisco,California,No,728
60e7a113ec1b8ca1f91e1d4c1ff49b78,San Diego,California,No,643
1a2fbf9f1623b46dccfa943617adf3fc,Newark,New Jersey,No,476
ebe52293cdc4fb7c7530af3970fe92ef,Los Angeles,California,No,692
70b044e94a59d078f4cafe3c779f7159,Baltimore,Maryland,Yes,560
da6383b045a58f42a32cd4eb20fa5c0b,Buffalo,New York,No,730
ad9953f3a931958a4e016f870d620435,Tucson,Arizona,Yes,902
5c1c3622ee29917c01377e4c95a28a4a,Milwaukee,Wisconsin,No,946
aff71593caed8f1ce9da66a6e0035566,Hartford,Connecticut,No,153
a674a5f62161c2608d37adea2f5b9fd3,Los Angeles,California,No,317
f78bdad2f040ce667eaf2aaeac51af5b,Chicago,Illinois,No,559
60d52c335cb61f680ef43f60e7920777,Houston,Texas,No,746
68f61bda74862e87c790afabb9408839,Baltimore,Maryland,Yes,878
10b949ac38669025131cc362a724298e,Los Angeles,California,No,949
f2fe2a84d37f9f645b162b25050b9067,Jackson,Mississippi,No,512
3ee58420f5e3fdee562112aea81e258a,Pittsburgh,Pennsylvania,No,707
da5079a5cfc277cb269595346e425900,Atlanta,Georgia,No,892
a273039b6ddcf8b4ede00f2906e0b4b3,Nashville,Tennessee,No,233
1fae90a2355082506c8bb3bfa08f0258,Orlando,Florida,No,482
20c5923439d512c70bde277f7f3d61af,Phoenix,Arizona,No,743
e3e296975a642a2f1c1515dbc5c8955a,Buffalo,New York,Yes,896
29cb5f65cb817623444ea0497eae9643,Los Angeles,California,Yes,151
3985c3cf3f76be1d1efa21977394988f,Los Angeles,California,No,245
0998afdf7fd017fb877f1ca8d4d99efb,San Diego,California,No,453
a76afde6ce9e1a11fcbb4e59fbddcf7c,El Paso,Texas,No,316
89c5b31aeb6c1016cee624d09dac6e83,Naperville,Illinois,No,758
dc570131f8e1daa7cbceabdeeededb07,San Diego,California,Yes,265
b8fb9979f480198fe653835a81cd92bc,New York,New York,No,852
8c637673c59d3f8f05a63e70f82bfc86,San Francisco,California,Yes,334
7a8d03aa782a65e048ca765192f5df7b,Brooklyn,New York,No,268
ec287b09a97b4782028bcdd36567eedc,Washington,District of Columbia,No,770
3634908e9a4f2a78595c764998e29c2b,Los Angeles,California,No,195
9b4e2c249479e1e6c9277d9b6e0d2648,Naperville,Illinois,No,701
0b9e8fe90e938ad6798179c40aa9abb9,Charlotte,North Carolina,No,962
946f912e2df49c987444de8489e107bd,Newark,New Jersey,No,588
bb6841d5f12e24664de5569ac430e84f,Boulder,Colorado,No,374
03139acf76221e751bc1b0fa550a9ac6,Charleston,South Carolina,No,159
d602eecdaade9e7a90200566113a2aa3,Houston,Texas,Yes,720
1987aac8c7453e3a52c2579ea376e492,Austin,Texas,No,966
3ef7e4da2df551e1e621832fbfc26dc5,San Diego,California,Yes,241
b622d4d3ccedfd691e0c4533f60f6037,Buffalo,New York,No,377
974a836b900ee9a84226c2235fd0d62b,Savannah,Georgia,No,679
1f164c509e3f429dd5bb7e148f0ae2aa,Boston,Massachusetts,No,362
7baf054957c35bb69ce7ec3e48548b76,Jersey City,New Jersey,No,188
48448cc46e352c9c5b1bc5d5b9f1bea2,Brooklyn,New York,Yes,978
574cde910707fb01580b0bd2d90ab392,Tampa,Florida,Yes,499
c93eceee038a5bff8eefb18a51d32a2b,San Francisco,California,No,438
e1a5f2f35877843d332fe1bf2120145a,Boston,Massachusetts,No,261
38f16a81787f2425dbccc47709e9db0a,San Jose,California,No,850
77ac44551a218b429b573422df62fedd,Springfield,Illinois,Yes,761
64de82e6e82c7d7b06e745f988bc539c,El Paso,Texas,Yes,668
2a96a0f507b1bb0da7be3bfb8163291c,Spokane,Washington,No,284
4ca4cb77fa5b2a20398232ff0064b955,San Diego,California,No,434
2b90ff4b553c99315f1e97c5ea3e70a3,Atlanta,Georgia,Yes,612
0233b09fea76727f70f13f2e5ef72bb8,San Francisco,California,No,915
588b85ff66e40db297a0f511e775bbbd,San Diego,California,No,884
fb685067e1253e5de9aed0ca6840fb16,San Antonio,Texas,No,361
2bfc5977100c420a09cc9eacca122661,New York,New York,No,448
18e193311dba12677e1ca5a1fef518a6,Oakland,California,Yes,474
62eda05f1bca20596a5637715523ca16,Pittsburgh,Pennsylvania,No,146
d1fe6a1d03b8c8d9c4dd3829610eafb9,San Francisco,California,No,546
46b98991e14eb70db380c73a989d9d4a,Fort Worth,Texas,No,97
7c22aa4cff978d9a29b34916a4ad8846,Dallas,Texas,No,986
dd2297d8e06470a9e9d0633620308205,Orlando,Florida,No,729
0e2763729d9414282042435863c0c94c,Springfield,Illinois,Yes,560
cc1a2badebe7e431b5e03e52c09b4074,Jackson,Mississippi,No,685
64ecd25542888508b0c600c8a8305167,Portland,Oregon,No,135
2589343d78409d8acdf35a6191678c6a,Orlando,Florida,No,907
a6dcd3ad642291b84403809e3408e308,Los Angeles,California,No,773
ac686b5ca7d9515dfb77b37cfdebc3aa,New York,New York,No,187
a39ef98150571a6c39dfe230483ae458,Denver,Colorado,No,711
528715a36ea4d9a43163462681310c19,Chicago,Illinois,Yes,959
14fdaa8224f3a147a071259a0f671cd4,Boulder,Colorado,No,970
f81401027de1bdfed0725b5ca2814044,San Diego,California,No,338
dc13768075038afee5664ab762ca8cea,Tampa,Florida,No,717
36da76cd6f5033c662713c9081914846,Billings,Montana,No,577
aa7ae6b2321c6b85fd57a2918f286547,Phoenix,Arizona,Yes,243
9e2d15345bb5fc9bbf2cc61e1a92b046,Chicago,Illinois,Yes,520
f1ebd2240ccee73bffe205945b0d796d,Pittsburgh,Pennsylvania,Yes,822
e1cc57bb2ccf21d34168a0e19d6f1ae3,Spokane,Washington,No,484
30beb45f683514f2ceb81f9d7914c120,Sacramento,California,No,443
ad77e82f49a23a89e6b5a92c771ad655,Houston,Texas,No,363
e4157c5baf14bde90224df4814fcdfd6,Sacramento,California,No,385
77282c6251d249bdfc800338960a6242,San Francisco,California,No,925
58730e9677eaf06bf6325952cfaa7095,Brooklyn,New York,Yes,773
95b0d20140e7e72c83bf652210af64f8,Omaha,Nebraska,No,940
d9bb7fb42ef63eccf2e8a071c8e3b8a4,Brooklyn,New York,No,280
665c9cbf1f6d163513659c1af4a0bfbd,Boulder,Colorado,Yes,748
35c34f2c4576460e561928a30804fba4,Salt Lake City,Utah,No,964
b30c6e53480d3dafed4dbee213c0763f,Orlando,Florida,No,355
8e8cd56ed4546651d39df182d3f83788,Montgomery,Alabama,No,769
ba451b94babf4ee2b37c4641945a9006,Jersey City,New Jersey,Yes,438
c93e6a34c4bf9571f4b8fc78ab93a5de,Tampa,Florida,No,236
6fb78271504d281fc9535b63ba81edd9,Fort Worth,Texas,Yes,931
ddbe88ce208e7685df2d1dfcf7c7abea,Minneapolis,Minnesota,No,891
d6073144255a88e05e5c6d412f15bd31,New Orleans,Louisiana,No,716
4a0a3c662e9f3039fdd094742d292ece,Buffalo,New York,No,548
1a8cf8c6c8dde2772faf49b2c7097a36,Sacramento,California,No,258
c75ab2ff41a02292b7d97f44dc074e15,Kansas City,Missouri,No,140
8f69d43653198b9576bb1ac15cd1aab3,Los Angeles,California,Yes,897
432f60f58e68e1280a05d36e7fd2f166,Dallas,Texas,No,806
a98cf7a2ec8e41fb787c89bc625ce290,Los Angeles,California,No,911
02a5e5a291b1a357b0dec843e9818e76,Sacramento,California,No,830
d4d9a4b60935d3fc920c61f1ea136ff8,San Antonio,Texas,No,849
9fe3243225ab69b95fdc11242cda966c,Tampa,Florida,No,135
3cb3134e2b7138e3669fd39dbcfd0164,San Francisco,California,No,774
589c4cf7c70c128df5d19e52f9519eb5,Brooklyn,New York,Yes,358
7fec833bde4507d6e7355058062bc4ab,Hartford,Connecticut,No,551
9bcd45d0015a70f4fc9ea4233a71d937,Des Moines,Iowa,No,223
619721bd0b1c8570871f03ab8c9761b1,Sacramento,California,Yes,553
dce60b4d03577a33d680f23584fa993b,Charlotte,North Carolina,No,560
aba7cf1b03c679c8583cde8e8d16e081,Minneapolis,Minnesota,Yes,510
4d0b0d1a91b0e1d99d9262af2c8d0e44,New York,New York,No,225
c2dff33556666f9f53ac2ab974672cd9,Orlando,Florida,No,861
cfd225d275f89b82fcea91410be9993c,Philadelphia,Pennsylvania,No,753
dc815fe7ceda8bbb71710434134c6c92,Miami,Florida,Yes,563
436c78d0d8460a7c96161ab847cdbd0b,Seattle,Washington,No,769
b5d7f9ed21a45831239f42811e218d7c,Los Angeles,California,No,513
3fc665a12b4deffeab0e522cfdbd971f,Sacramento,California,No,180
05ac7ff0c2094c473d21d86a0352420b,Dallas,Texas,No,905
f13306d7e4a2ced8a84356549a0cacbb,Newark,New Jersey,No,909
87bdcb0da1baf8f33c226218d8394b33,Boston,Massachusetts,No,739
e65d30bc1031da6c9938b753dee56e29,Buffalo,New York,No,584
25c73c443e75c3b4664fa6637e8f8095,Chicago,Illinois,No,891
49257af1b6aae05b13d5f2f7709b7d97,San Diego,California,No,563
1c20698a77532c9a209aa1a6add6809a,Dallas,Texas,No,495
be6033f728be9288e5af6e39722764e6,Jacksonville,Florida,No,263
808f1e713277986c424557f175f8b737,Des Moines,Iowa,Yes,504
bfcb3762225a296fd6bfd0c6201e629e,Cambridge,Massachusetts,Yes,349
933facdc0c0d67e244c41b30dd4b3ef8,Pittsburgh,Pennsylvania,No,319
9334bd72c54bb60462cc1154939ce287,Philadelphia,Pennsylvania,No,631
cbb3069f7dbb5c9bc758c7fae7cd0019,Orlando,Florida,No,291
5d12925598ce5612226943441bf93efa,Dallas,Texas,No,303
7cb879dcd063f0a670739cc54a7f9825,Springfield,Illinois,Yes,616
c4551d1693982ba3fb06686fb479a437,Brooklyn,New York,No,750
835659569bb2d91f6e1ef4826e7acfde,Dallas,Texas,No,950
